FAW,Energy,Power,Latency
8.0,0.0001852512815,3.66483,5.0526447999999996e-05
11.0,0.0001852512815,3.66483,5.0526447999999996e-05
14.0,0.0001852512815,3.66483,5.0526447999999996e-05
17.0,0.000185333958,3.66242,5.0582259e-05
20.0,0.0001857340945,3.6362600000000005,5.1056236e-05
23.0,0.00018585095,3.6176,5.1351951e-05
