RCD,Energy,Power,Latency
8.0,0.0001879540445,3.3484000000000003,5.6108381e-05
11.0,0.000187930962,3.34958,5.6081725e-05
14.0,0.00018800006,3.34773,5.6133371e-05
17.0,0.00018816269349999999,3.3393800000000002,5.6322462e-05
20.0,0.0001880979255,3.3473400000000004,5.616919e-05
23.0,0.0001881571675,3.3467,5.6197512e-05
