CL,Energy,Power,Latency
8.0,0.000188023345,3.34819,5.6132537999999996e-05
11.0,0.000188023345,3.34819,5.6132537999999996e-05
14.0,0.000188023345,3.34819,5.6132537999999996e-05
17.0,0.000188023345,3.34819,5.6132537999999996e-05
20.0,0.000188023345,3.34819,5.6132537999999996e-05
23.0,0.000188023345,3.34819,5.6132537999999996e-05
