RAS,Energy,Power,Latency
19.0,0.000197147749,3.51073,5.6131705e-05
23.0,0.000195322623,3.47822,5.6131705e-05
27.0,0.00019349768099999998,3.44573,5.6131705e-05
31.0,0.0001916877875,3.4130900000000004,5.6138369e-05
35.0,0.00018989231,3.37862,5.6180019e-05
39.0,0.000188023345,3.34819,5.6132537999999996e-05
