RRD_L,Energy,Power,Latency
3.0,0.000188258182,3.32279,5.6632338e-05
4.0,0.000188258182,3.32279,5.6632338e-05
5.0,0.000188046982,3.3486100000000003,5.6132537999999996e-05
6.0,0.000188023345,3.34819,5.6132537999999996e-05
7.0,0.000188023345,3.34819,5.6132537999999996e-05
8.0,0.000188025105,3.34798,5.6136702999999996e-05
