RP,Energy,Power,Latency
8.0,0.000188023793,3.3484499999999997,5.6128372999999996e-05
11.0,0.000188050122,3.34842,5.6136702999999996e-05
14.0,0.00018801031849999999,3.34821,5.6128372999999996e-05
17.0,0.0001880148465,3.3475,5.6141701e-05
20.0,0.000188092998,3.34264,5.6246659e-05
23.0,0.000188212835,3.3310500000000003,5.6478233e-05
