RRD,Energy,Power,Latency
3.0,0.000485044443,0.69916,0.000693475832
4.0,0.000485044443,0.69916,0.000693475832
5.0,0.000485044443,0.69916,0.000693475832
6.0,0.000485044443,0.69916,0.000693475832
7.0,0.000485044443,0.69916,0.000693475832
8.0,0.000485044443,0.69916,0.000693475832
