20587452.0,"{'cas': 27, 'cwl': 12, 'rcd': 26, 'rp': 13, 'ras': 39, 'rrd': 3, 'faw': 50, 'rfc': 515}",[[2.48133e-04 1.18159e+00 1.95755e-04]]
20587452.0,"{'cas': 27, 'cwl': 12, 'rcd': 26, 'rp': 13, 'ras': 39, 'rrd': 3, 'faw': 50, 'rfc': 515}",[[2.48133e-04 1.18159e+00 1.95755e-04]]
19383212.0,"{'cas': 27, 'cwl': 26, 'rcd': 16, 'rp': 27, 'ras': 35, 'rrd': 9, 'faw': 8, 'rfc': 486}",[[2.50745e-04 1.13975e+00 2.05751e-04]]
19383212.0,"{'cas': 27, 'cwl': 26, 'rcd': 16, 'rp': 27, 'ras': 35, 'rrd': 9, 'faw': 8, 'rfc': 486}",[[2.50745e-04 1.13975e+00 2.05751e-04]]
21808438.0,"{'cas': 5, 'cwl': 8, 'rcd': 14, 'rp': 29, 'ras': 32, 'rrd': 9, 'faw': 16, 'rfc': 313}",[[2.42496e-04 1.19260e+00 1.89091e-04]]
21808438.0,"{'cas': 5, 'cwl': 8, 'rcd': 14, 'rp': 29, 'ras': 32, 'rrd': 9, 'faw': 16, 'rfc': 313}",[[2.42496e-04 1.19260e+00 1.89091e-04]]
21066668.0,"{'cas': 14, 'cwl': 4, 'rcd': 24, 'rp': 11, 'ras': 46, 'rrd': 3, 'faw': 29, 'rfc': 545}",[[2.48842e-04 1.21386e+00 1.90757e-04]]
21066668.0,"{'cas': 14, 'cwl': 4, 'rcd': 24, 'rp': 11, 'ras': 46, 'rrd': 3, 'faw': 29, 'rfc': 545}",[[2.48842e-04 1.21386e+00 1.90757e-04]]
20406102.0,"{'cas': 4, 'cwl': 14, 'rcd': 11, 'rp': 3, 'ras': 48, 'rrd': 7, 'faw': 23, 'rfc': 399}",[[2.51408e-04 1.20195e+00 1.94922e-04]]
20406102.0,"{'cas': 4, 'cwl': 14, 'rcd': 11, 'rp': 3, 'ras': 48, 'rrd': 7, 'faw': 23, 'rfc': 399}",[[2.51408e-04 1.20195e+00 1.94922e-04]]
21048952.0,"{'cas': 21, 'cwl': 4, 'rcd': 20, 'rp': 17, 'ras': 61, 'rrd': 12, 'faw': 28, 'rfc': 337}",[[2.53479e-04 1.25692e+00 1.87425e-04]]
21048952.0,"{'cas': 21, 'cwl': 4, 'rcd': 20, 'rp': 17, 'ras': 61, 'rrd': 12, 'faw': 28, 'rfc': 337}",[[2.53479e-04 1.25692e+00 1.87425e-04]]
19016452.0,"{'cas': 6, 'cwl': 22, 'rcd': 28, 'rp': 21, 'ras': 47, 'rrd': 8, 'faw': 18, 'rfc': 286}",[[2.55581e-04 1.16173e+00 2.05751e-04]]
19016452.0,"{'cas': 6, 'cwl': 22, 'rcd': 28, 'rp': 21, 'ras': 47, 'rrd': 8, 'faw': 18, 'rfc': 286}",[[2.55581e-04 1.16173e+00 2.05751e-04]]
20004512.0,"{'cas': 25, 'cwl': 27, 'rcd': 13, 'rp': 21, 'ras': 19, 'rrd': 5, 'faw': 45, 'rfc': 390}",[[2.43945e-04 1.11306e+00 2.04918e-04]]
20004512.0,"{'cas': 25, 'cwl': 27, 'rcd': 13, 'rp': 21, 'ras': 19, 'rrd': 5, 'faw': 45, 'rfc': 390}",[[2.43945e-04 1.11306e+00 2.04918e-04]]
19691676.0,"{'cas': 11, 'cwl': 23, 'rcd': 17, 'rp': 11, 'ras': 32, 'rrd': 6, 'faw': 18, 'rfc': 461}",[[2.48832e-04 1.13969e+00 2.04085e-04]]
19691676.0,"{'cas': 11, 'cwl': 23, 'rcd': 17, 'rp': 11, 'ras': 32, 'rrd': 6, 'faw': 18, 'rfc': 461}",[[2.48832e-04 1.13969e+00 2.04085e-04]]
19762392.0,"{'cas': 17, 'cwl': 19, 'rcd': 6, 'rp': 31, 'ras': 54, 'rrd': 7, 'faw': 29, 'rfc': 609}",[[2.55234e-04 1.20110e+00 1.98254e-04]]
19762392.0,"{'cas': 17, 'cwl': 19, 'rcd': 6, 'rp': 31, 'ras': 54, 'rrd': 7, 'faw': 29, 'rfc': 609}",[[2.55234e-04 1.20110e+00 1.98254e-04]]
22232794.0,"{'cas': 2, 'cwl': 7, 'rcd': 10, 'rp': 30, 'ras': 24, 'rrd': 12, 'faw': 40, 'rfc': 430}",[[2.38920e-04 1.17985e+00 1.88258e-04]]
22232794.0,"{'cas': 2, 'cwl': 7, 'rcd': 10, 'rp': 30, 'ras': 24, 'rrd': 12, 'faw': 40, 'rfc': 430}",[[2.38920e-04 1.17985e+00 1.88258e-04]]
24083580.0,"{'cas': 18, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 18, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
23222080.0,"{'cas': 31, 'cwl': 2, 'rcd': 20, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.31819e-04 1.15910e+00 1.85759e-04]]
23222080.0,"{'cas': 31, 'cwl': 2, 'rcd': 20, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.31819e-04 1.15910e+00 1.85759e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 2, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 2, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 21, 'cwl': 2, 'rcd': 2, 'rp': 15, 'ras': 9, 'rrd': 9, 'faw': 36, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 21, 'cwl': 2, 'rcd': 2, 'rp': 15, 'ras': 9, 'rrd': 9, 'faw': 36, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
22030564.0,"{'cas': 14, 'cwl': 2, 'rcd': 5, 'rp': 11, 'ras': 51, 'rrd': 15, 'faw': 41, 'rfc': 562}",[[2.47689e-04 1.25412e+00 1.83260e-04]]
22030564.0,"{'cas': 14, 'cwl': 2, 'rcd': 5, 'rp': 11, 'ras': 51, 'rrd': 15, 'faw': 41, 'rfc': 562}",[[2.47689e-04 1.25412e+00 1.83260e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 63, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 2, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 31, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 20, 'cwl': 2, 'rcd': 2, 'rp': 15, 'ras': 9, 'rrd': 9, 'faw': 33, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 20, 'cwl': 2, 'rcd': 2, 'rp': 15, 'ras': 9, 'rrd': 9, 'faw': 33, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
19607596.0,"{'cas': 22, 'cwl': 18, 'rcd': 15, 'rp': 7, 'ras': 59, 'rrd': 14, 'faw': 55, 'rfc': 301}",[[2.57249e-04 1.21058e+00 1.98254e-04]]
19607596.0,"{'cas': 22, 'cwl': 18, 'rcd': 15, 'rp': 7, 'ras': 59, 'rrd': 14, 'faw': 55, 'rfc': 301}",[[2.57249e-04 1.21058e+00 1.98254e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 2, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 2, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
24083580.0,"{'cas': 18, 'cwl': 2, 'rcd': 2, 'rp': 31, 'ras': 9, 'rrd': 15, 'faw': 2, 'rfc': 210}",[[2.29707e-04 1.17798e+00 1.80761e-04]]
