addressmapping,energy,episode_length,episode_return,episodes,err_rate,latency,pagepolicy,ras,rcd,refi,rp,rrd,steps,steps_per_second
1,34.41944088,1,15.718128,1,2.152e-06,256.834,0,25,16,98280,15,5,1,10.859995442964559
0,44.987087939999995,1,1.7206854,2,1.624548400000036e-05,392.356,1,34,12,4680,15,3,2,0.7118974493887613
2,34.39323425,1,14.71766,3,4.8358999999999996e-05,260.568,1,27,16,332280,16,4,3,0.5994501294069575
3,36.061736,1,8.510882,4,8.5183552e-05,282.366,0,22,14,425880,14,3,4,0.9018637381370187
1,36.837637439999995,1,8.039033,5,1.7612500000000333e-05,280.101,1,21,16,4680,12,5,5,106.1929766817733
1,34.37479588,1,14.606515,6,7.98402e-06,261.141,1,26,15,191880,16,4,6,131.17858259836117
4,43.60048638,1,1.8486171,7,2.0192e-06,394.409,1,26,16,98280,14,6,7,0.7094508615718796
2,34.43765925,1,14.6221,8,1.4355519999999998e-06,260.573,1,37,14,98280,14,4,8,107.27120204603581
0,41.88365525,1,2.45073,9,6.419842000000033e-05,364.927,0,33,15,332280,12,4,9,131.44991851573272
1,34.37479588,1,14.854976,10,3.05524e-05,260.202,1,26,16,285480,13,6,10,0.906101309647076
3,36.061736,1,8.558673,11,8.174538400000069e-05,281.934,0,19,12,332280,12,3,11,0.15170616739254772
4,43.61430956,1,1.8566079,12,3.0394199999999998e-05,393.432,0,27,16,285480,14,6,12,0.7078211606986907
1,34.37479588,1,16.016413,13,4.881668399999999e-05,256.199,0,24,13,332280,16,5,13,108.17031592520954
3,36.061736,1,8.506044,14,2.9900684e-05,282.41,0,37,13,285480,16,4,14,0.899231613611416
1,34.37479588,1,16.014849,15,2.9978e-05,256.204,0,36,16,285480,13,6,15,0.9152527356850467
0,41.88365525,1,2.3536422,16,3.035902e-05,371.524,0,27,15,285480,16,3,16,0.733055908502238
3,36.061736,1,8.425716,17,1.19352e-05,283.148,0,37,16,238680,14,5,17,112.25221463936839
2,34.39323425,1,14.674614,18,1.19352e-05,260.731,1,37,16,238680,14,6,18,0.9074690933322949
1,34.37479588,1,16.012348,19,3.1316e-05,256.212,0,21,16,285480,15,6,19,110.20241723594324
4,43.61430956,1,1.877099,20,4.8044752e-05,391.375,0,34,14,332280,15,3,20,0.7040272002696393
0,41.88365525,1,2.476388,21,6.452018400000035e-05,363.27,0,26,12,332280,14,5,21,0.5495918979725276
4,43.61430956,1,1.8954253,22,3.0228552e-05,389.573,0,29,14,285480,14,6,22,0.7061692053411077
2,34.39323425,1,16.015175,23,3.01352e-05,256.066,0,32,16,285480,14,6,23,108.12569926013767
2,34.39323425,1,14.480266,24,7.8942e-06,261.479,1,27,16,191880,14,6,24,0.9137479249360597
2,34.43765925,1,15.721437,25,1.6352e-06,256.687,0,32,16,98280,14,6,25,109.76118075000655
2,34.39323425,1,16.015175,26,2.9935199999999998e-05,256.066,0,37,16,285480,14,6,26,134.458677950888
2,34.37714775,1,15.972875,27,4.9274e-06,256.321,0,27,16,145080,13,6,27,0.9133726442725844
2,34.39323425,1,14.823833,28,3.13492e-05,260.17,1,21,16,285480,14,6,28,108.41356492969396
3,36.064981,1,8.425112,29,5.151999999999999e-06,283.124,0,25,16,145080,15,6,29,0.8981490562409554
2,34.39323425,1,16.03653,30,3.1681884e-05,255.998,0,19,13,285480,14,6,30,76.48396214372983
2,36.85593719,1,8.285894,31,5.9432e-07,277.721,0,27,15,4680,14,5,31,2.1612637272037727
2,34.39323425,1,16.015175,32,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,32,124.60055849325649
2,34.39323425,1,16.015175,33,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,33,141.68509948316049
2,34.39323425,1,16.015175,34,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,34,144.2531297289861
2,34.39323425,1,16.015175,35,3.0394199999999998e-05,256.066,0,27,16,285480,14,5,35,144.2878667996835
2,34.39323425,1,16.015175,36,3.15152e-05,256.066,0,20,16,285480,14,6,36,144.5364761018643
2,34.39323425,1,14.853989,37,4.645775200000033e-05,260.058,1,27,14,285480,12,3,37,0.9063039524002349
2,34.39323425,1,16.015175,38,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,38,110.54514785725581
2,34.39323425,1,14.87425,39,3.0394199999999998e-05,259.983,1,27,16,285480,14,6,39,140.0856350823286
2,34.39323425,1,16.015175,40,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,40,101.6973547026162
2,34.39323425,1,16.015175,41,2.9935199999999998e-05,256.066,0,37,16,285480,14,6,41,2.160985346139618
2,34.39323425,1,16.015175,42,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,42,126.18243080625751
2,34.39323425,1,16.015175,43,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,43,143.47839770122806
2,34.39323425,1,16.015175,44,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,44,144.32262060422545
2,34.39323425,1,14.87425,45,3.0394199999999998e-05,259.983,1,27,16,285480,14,6,45,145.33277893277892
2,34.39323425,1,16.015175,46,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,46,145.2975369799425
2,34.39323425,1,16.015175,47,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,47,143.98571918983865
2,34.39323425,1,16.015175,48,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,48,146.04631080469375
2,34.39323425,1,16.015175,49,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,49,146.653986013986
4,43.61430956,1,1.8566079,50,3.0394199999999998e-05,393.432,0,27,16,285480,14,6,50,86.76314591866286
2,34.39323425,1,16.015175,51,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,51,2.1922152208363475
2,34.39323425,1,16.015175,52,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,52,130.18915479405283
2,34.39323425,1,16.014547,53,3.0394199999999998e-05,256.068,0,27,16,285480,14,4,53,0.9403079969259492
2,34.39323425,1,16.015175,54,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,54,114.1120905430406
2,34.39323425,1,16.015175,55,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,55,141.70424676509342
2,34.39323425,1,16.015175,56,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,56,142.1171687053163
2,34.39323425,1,16.015175,57,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,57,142.31970411591055
2,34.39323425,1,16.015175,58,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,58,137.96598796092235
2,34.39323425,1,16.015175,59,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,59,140.31057438196234
2,34.39323425,1,16.015175,60,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,60,91.6547353699576
2,34.39323425,1,16.015175,61,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,61,2.1645540485167634
2,34.39323425,1,16.015175,62,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,62,126.31923864594627
2,34.39323425,1,16.015175,63,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,63,143.6061218201116
2,34.39323425,1,16.015175,64,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,64,145.61533120399943
2,34.39323425,1,16.015175,65,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,65,145.8989842771671
2,34.39323425,1,16.015175,66,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,66,146.89024304825944
2,34.39323425,1,16.015175,67,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,67,144.8009390319685
2,34.39323425,1,16.015175,68,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,68,145.86854002921334
2,34.39323425,1,16.015175,69,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,69,147.6815605084328
2,34.39323425,1,16.015175,70,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,70,86.6019160885365
2,34.39323425,1,16.015175,71,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,71,2.1876735564174408
2,34.39323425,1,16.015175,72,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,72,127.89851802158931
2,34.39323425,1,16.015175,73,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,73,145.17683707729051
2,34.39323425,1,16.015175,74,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,74,146.3163329379753
2,34.39323425,1,16.015175,75,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,75,149.8875745988636
2,34.39323425,1,16.015175,76,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,76,148.64457596484388
2,34.39323425,1,16.015175,77,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,77,147.5205402363534
2,34.39323425,1,16.015175,78,3.0394199999999998e-05,256.066,0,27,16,285480,14,6,78,149.03013075611142
