RRD_L,Energy,Power,Latency
3.0,0.019148509584,3.21878,0.005946611237
4.0,0.019148509584,3.21878,0.005946611237
5.0,0.0191117524775,3.2462600000000004,0.00588496174
6.0,0.019111731825,3.24645,0.005884605216
7.0,0.0191119800135,3.2464899999999997,0.005884605216
8.0,0.0191121059235,3.24629,0.005885015052
