RP,Energy,Power,Latency
8.0,0.019111925611,3.2470100000000004,0.0058836447669999995
11.0,0.019112249018499998,3.24673,0.005884257022
14.0,0.0191120613275,3.24652,0.0058845827249999995
17.0,0.0191126979345,3.2451700000000003,0.0058872308319999995
20.0,0.019125451485,3.2367600000000003,0.005906460637
23.0,0.0191436118515,3.2259800000000003,0.005931822988
