Energy,Power,Latency
0.2256007374,3.34933,6.7355e-05
0.12573490137,2.50686,0.05012517
0.0928041,1.85468,0.050017128
0.07599973978,1.51818,0.05000913
0.06577391648,1.3129300000000002,0.050006348
0.05875479818,1.17616,0.0500045
0.05386983253,1.0756,0.050003148
0.05006825696,1.00141,0.05000226
0.04714803176,0.94331,0.050001456
0.0448123858,0.89713,0.05000072
