RAS,Energy,Power,Latency
19.0,0.020033069264999998,3.40301,0.005884519417
23.0,0.019848753168999998,3.3716999999999997,0.005884519417
27.0,0.019664490801,3.3404000000000003,0.005884519417
31.0,0.0194814646155,3.30854,0.005885885537
35.0,0.019298070016,3.27619,0.005888036343
39.0,0.019111731825,3.24645,0.005884605216
