CL,Energy,Power,Latency
8.0,0.019111731825,3.24645,0.005884605216
11.0,0.019111731825,3.24645,0.005884605216
14.0,0.019111731825,3.24645,0.005884605216
17.0,0.019111731825,3.24645,0.005884605216
20.0,0.019111731825,3.24645,0.005884605216
23.0,0.019111731825,3.24645,0.005884605216
