FAW,Energy,Power,Latency
8.0,0.0187897251615,3.62345,0.005183518263
11.0,0.0187897251615,3.62345,0.005183518263
14.0,0.0187897251615,3.62345,0.005183518263
17.0,0.01879139702,3.62102,0.005187459186
20.0,0.018809260991,3.59781,0.005225887142
23.0,0.018852974362,3.54517,0.005315804494
