RCD,Energy,Power,Latency
8.0,0.0190895279525,3.24655,0.005877595521
11.0,0.019096106228,3.24764,0.005877640503
14.0,0.0191133016145,3.24242,0.00589240043
17.0,0.0191563776935,3.21606,0.005954096575
20.0,0.0191262577925,3.2453000000000003,0.005891158427
23.0,0.019141365718,3.24416,0.0058978832359999995
