RP,Energy,Power,Latency
8.0,0.01370686472,1.1564100000000002,0.011848176333
11.0,0.01387779348,1.13474,0.012224997211
14.0,0.0140599031065,1.1145100000000001,0.01261025388
17.0,0.014277570441,1.09429,0.013042057756
20.0,0.014505356577,1.07209,0.013524511364
23.0,0.0147302491905,1.05049,0.014016711905
