CL,Energy,Power,Latency
8.0,0.0141789606985,1.10079,0.012875520231
11.0,0.0141789606985,1.10079,0.012875520231
14.0,0.0141789606985,1.10079,0.012875520231
17.0,0.0141789606985,1.10079,0.012875520231
20.0,0.0141789606985,1.10079,0.012875520231
23.0,0.0141789606985,1.10079,0.012875520231
