WL,Energy,Power,Latency
8.0,0.013739675307,1.15691,0.011871410369
11.0,0.013874889683,1.13795,0.012187977025
14.0,0.014012859186,1.1198299999999999,0.012508338829
17.0,0.014446222833,1.0772300000000001,0.013405216600999999
20.0,0.014612795614499999,1.06046,0.013774187287
23.0,0.01480837589,1.04128,0.014215626474
