RAS,Energy,Power,Latency
19.0,0.0145116493095,1.12572,0.012885824441
23.0,0.0144468277455,1.1206900000000002,0.012885824441
27.0,0.0143820189695,1.1156700000000002,0.012885824441
31.0,0.014319422299999999,1.1108,0.012885911073
35.0,0.014248227744,1.10579,0.012879939296
39.0,0.0141789606985,1.10079,0.012875520231
