RRD_L,Energy,Power,Latency
3.0,0.0141789606985,1.10079,0.012875520231
4.0,0.0141789606985,1.10079,0.012875520231
5.0,0.0141789606985,1.10079,0.012875520231
6.0,0.0141789606985,1.10079,0.012875520231
7.0,0.0141789606985,1.10079,0.012875520231
8.0,0.0141789606985,1.10079,0.012875520231
