addressmapping,energy,episode_length,episode_return,episodes,err_rate,latency,pagepolicy,ras,rcd,refi,rp,rrd,steps,steps_per_second
3,20.06270412,1,12.090609,29,2.115298400000036e-05,152.374,0,25,12,145080,15,6,29,141.97765892627444
0,21.90357775,1,4.8994975,30,9.215084e-06,177.904,0,19,13,191880,13,3,30,1.280574476464967
3,21.50564744,1,6.696334,31,1.6340920000000335e-05,164.827,0,34,15,4680,12,5,31,1.305414306727096
3,20.11324738,1,11.358594,32,1.673538400000036e-05,154.169,1,28,12,51480,13,5,32,115.80397029183578
3,20.11324738,1,11.537254,33,4.324200000000001e-07,153.612,1,34,15,51480,16,5,33,1.4828454569141585
3,21.50564744,1,6.4899178,34,1.51612e-06,166.31,1,21,15,4680,15,3,34,1.3764777849831054
3,20.06270412,1,11.455072,35,4.600019999999999e-06,154.27,1,31,15,145080,16,5,35,109.48326807622031
0,21.94371344,1,4.760303,36,2.198098400000036e-05,179.261,0,20,12,145080,16,5,36,137.64452612234183
3,20.02627069,1,11.709075,37,2.858275200000033e-05,153.778,1,26,14,238680,12,3,37,136.88981723237598
3,20.11324738,1,11.574188,38,1.8720200000000004e-06,153.499,0,20,15,51480,15,5,38,143.5176732249786
3,20.02627069,1,11.586623,39,8.648352e-06,154.154,1,22,14,191880,16,6,39,142.96489194900812
4,25.43890362,1,1.942809,40,3.6852e-07,214.664,0,32,15,4680,13,4,40,1.135050995113735
4,23.6891495,1,2.7793334,41,2.993522e-05,200.216,0,37,15,285480,14,6,41,1.1506675390695194
3,20.02627069,1,12.242432,42,4.7412420000000334e-05,152.228,0,21,15,285480,12,6,42,1.3688740472589582
3,20.02627069,1,11.915719,43,4.4199384000000697e-05,153.161,1,33,12,238680,12,3,43,107.35082286094546
0,23.534900559999997,1,3.2236185,44,1.182784e-06,190.287,1,23,13,4680,16,4,44,1.2882683015901926
3,20.02627069,1,11.827422,45,6.611115200000001e-05,153.422,1,34,14,379080,13,6,45,107.56832170701682
4,23.6891495,1,2.827635,46,3.011082e-05,198.815,1,34,15,285480,13,5,46,133.06802030456853
0,21.944358809999997,1,4.6287513,47,1.6000199999999996e-06,180.99,0,32,15,98280,16,6,47,1.2873150040820336
3,20.02627069,1,11.828429,48,8.471842e-05,153.419,1,25,15,425880,13,6,48,1.4815548487026737
3,20.02627069,1,11.827422,49,3.0111152e-05,153.422,1,34,14,285480,13,6,49,1.4760318805408768
4,23.658096190000002,1,2.7409832,50,4.61002e-06,201.684,1,30,15,145080,16,5,50,67.31781850865086
